所有故事词汇汇总（按首次出现的故事顺序排列）

序号,词汇,中文释义,首次出现故事编号,首次出现故事名称,出现总次数
1734,"past","往日的",39,"误打误撞_破镜重圆",1
1735,"tide","潮水",39,"误打误撞_破镜重圆",1
1736,"surge","涌来",39,"误打误撞_破镜重圆",1
1737,"hall","礼堂",39,"误打误撞_破镜重圆",1
1738,"distinguished","杰出",39,"误打误撞_破镜重圆",2
1739,"alumni","校友",39,"误打误撞_破镜重圆",1
1740,"renowned","知名",39,"误打误撞_破镜重圆",1
1741,"architect","建筑师",39,"误打误撞_破镜重圆",2
1742,"construction","施工",39,"误打误撞_破镜重圆",2
1743,"mean","意味着",39,"误打误撞_破镜重圆",1
1744,"one","一天",39,"误打误撞_破镜重圆",1
1745,"site","现场",39,"误打误撞_破镜重圆",1
1746,"must","不得不",39,"误打误撞_破镜重圆",1
1747,"late","深夜",39,"误打误撞_破镜重圆",2
1748,"alone","单独",39,"误打误撞_破镜重圆",1
1749,"two","两个人",39,"误打误撞_破镜重圆",1
1750,"well","过得好吗",39,"误打误撞_破镜重圆",1
1751,"ironic","讽刺",39,"误打误撞_破镜重圆",1
1752,"stiff","僵硬",39,"误打误撞_破镜重圆",1
1753,"persistent","坚持",39,"误打误撞_破镜重圆",1
1754,"separate","分离",39,"误打误撞_破镜重圆",1
1755,"bridesmaid","伴娘",39,"误打误撞_破镜重圆",1
1756,"sparkle","闪烁",39,"误打误撞_破镜重圆",1
1757,"absurd","荒谬",40,"闪婚甜恋_意外之爱",1
1758,"expressionless","面无表情",40,"闪婚甜恋_意外之爱",1
1759,"appease","应付",40,"闪婚甜恋_意外之爱",1
1760,"impulsively","冲动地",40,"闪婚甜恋_意外之爱",1
1761,"stranger","陌生人",40,"闪婚甜恋_意外之爱",1
1762,"prop","道具",40,"闪婚甜恋_意外之爱",1
1763,"revealing","暴露",40,"闪婚甜恋_意外之爱",1
1764,"seductive","诱惑",40,"闪婚甜恋_意外之爱",1
1765,"calculate","算计",40,"闪婚甜恋_意外之爱",5
1766,"pretend","伪装",40,"闪婚甜恋_意外之爱",3
1767,"comfortable","舒适",40,"闪婚甜恋_意外之爱",7
1768,"ending","结局",40,"闪婚甜恋_意外之爱",2
1769,"sober","清醒",41,"女王归来_商业逆袭",1
1770,"consume","吞噬",41,"女王归来_商业逆袭",1
1771,"influential","有影响力的",41,"女王归来_商业逆袭",2
1772,"giant","巨头",41,"女王归来_商业逆袭",4
1773,"empire","帝国",41,"女王归来_商业逆袭",1
1774,"apparent","表面",41,"女王归来_商业逆袭",2
1775,"corruption","腐败",41,"女王归来_商业逆袭",1
1776,"banquet","宴会",41,"女王归来_商业逆袭",2
1777,"pleasure","荣幸",41,"女王归来_商业逆袭",1
1778,"fluent","流利",41,"女王归来_商业逆袭",1
1779,"scrutiny","审查",41,"女王归来_商业逆袭",1
1780,"ceremony","典礼",41,"女王归来_商业逆袭",3
1781,"dark","黑暗",41,"女王归来_商业逆袭",1
1782,"exhausted","疲惫",42,"霸总真心_真爱告白",7
1783,"decoration","装饰",42,"霸总真心_真爱告白",1
1784,"hundred","百",42,"霸总真心_真爱告白",1
1785,"scented","香薰",42,"霸总真心_真爱告白",1
1786,"crystal","水晶",42,"霸总真心_真爱告白",1
1787,"goblet","酒杯",42,"霸总真心_真爱告白",1
1788,"favorite","最爱",42,"霸总真心_真爱告白",4
1789,"appetizer","前菜",42,"霸总真心_真爱告白",1
1790,"congratulations","祝贺",42,"霸总真心_真爱告白",1
1791,"accompany","陪伴",42,"霸总真心_真爱告白",6
1792,"serve","端上",42,"霸总真心_真爱告白",1
1793,"strive","奋斗",43,"职场风云_升职记",1
1794,"current","当前",43,"职场风云_升职记",2
1795,"innovative","创新",43,"职场风云_升职记",3
1796,"friend","朋友",43,"职场风云_升职记",1
1797,"simulate","模拟",43,"职场风云_升职记",1
1798,"saturate","饱和",43,"职场风云_升职记",1
1799,"authoritative","权威",43,"职场风云_升职记",1
1800,"segment","细分",43,"职场风云_升职记",1
1801,"shortcut","捷径",43,"职场风云_升职记",1
1802,"sunshine","阳光",44,"校园心动_初次恋爱",1
1803,"modern","现代",44,"校园心动_初次恋爱",10
1804,"echo","呼应",44,"校园心动_初次恋爱",2
1805,"colorful","丰富",44,"校园心动_初次恋爱",2
1806,"tremble","颤抖",44,"校园心动_初次恋爱",1
1807,"fellow","同好",44,"校园心动_初次恋爱",3
1808,"actually","其实",44,"校园心动_初次恋爱",2
1809,"faint","淡淡",44,"校园心动_初次恋爱",3
1810,"famous","著名",45,"契约真爱_假戏真做",1
1811,"elite","精英",45,"契约真爱_假戏真做",3
1812,"suitable","合适",45,"契约真爱_假戏真做",4
1813,"patiently","耐心地",46,"穿越逆袭_凤临天下",9
1814,"wisely","明智地",46,"穿越逆袭_凤临天下",1
1815,"sincerely","真诚地",46,"穿越逆袭_凤临天下",1
1816,"continuous","持续的",46,"穿越逆袭_凤临天下",4
1817,"celebrate","庆祝",47,"霸总独宠_唯一的爱",6
1818,"forget","忘记",47,"霸总独宠_唯一的爱",1
1819,"sad","难过",47,"霸总独宠_唯一的爱",1
1820,"thoroughly","彻底地",48,"职场逆袭_菜鸟成长",2
1821,"assessment","考核",48,"职场逆袭_菜鸟成长",3
1822,"construct","建设",48,"职场逆袭_菜鸟成长",2
1823,"willing","愿意",48,"职场逆袭_菜鸟成长",1
1824,"infinite","无限的",49,"校园浪漫_青春恋歌",3
1825,"focused","专注的",49,"校园浪漫_青春恋歌",3
1826,"date","约会",49,"校园浪漫_青春恋歌",3
1827,"guard","守护",49,"校园浪漫_青春恋歌",8
1828,"natural","自然",50,"闪婚真爱_意外之恋",5
1829,"admit","承认",50,"闪婚真爱_意外之恋",4
1830,"reborn","重生",50,"闪婚真爱_意外之恋",3
1831,"painfully","痛苦地",51,"重生复仇_千金归来",1
1832,"death","死亡",51,"重生复仇_千金归来",1
1833,"miraculously","奇迹般地",51,"重生复仇_千金归来",1
1834,"cruelly","残忍地",51,"重生复仇_千金归来",1
1835,"vicious","恶毒的",51,"重生复仇_千金归来",1
1836,"price","代价",51,"重生复仇_千金归来",1
1837,"extremely","极其",51,"重生复仇_千金归来",1
1838,"purpose","目的",51,"重生复仇_千金归来",1
1839,"cleverly","聪明地",51,"重生复仇_千金归来",1
1840,"huge","庞大",51,"重生复仇_千金归来",23
1841,"shocking","令人震惊的",51,"重生复仇_千金归来",1
1842,"charitable","慈善的",51,"重生复仇_千金归来",1
1843,"anxiously","焦虑地",52,"霸总追妻_悔婚后",1
1844,"win","赢回",52,"霸总追妻_悔婚后",1
1845,"publicly","公开地",52,"霸总追妻_悔婚后",1
1846,"fierce","激烈的",53,"职场斗争_明争暗斗",6
1847,"medical","医学的",56,"穿越王妃_医女当道",1
1848,"traditional","传统的",56,"穿越王妃_医女当道",1
1849,"effect","效果",57,"霸总宠溺_甜宠日常",2
1850,"campaign","战役",61,"女强人_商海沉浮",3
1851,"monopolize","垄断",61,"女强人_商海沉浮",1
1852,"supplier","供应商",61,"女强人_商海沉浮",1
1853,"alertly","警惕地",61,"女强人_商海沉浮",1
1854,"surveillance","监控",61,"女强人_商海沉浮",1
1855,"dynamic","动态",61,"女强人_商海沉浮",1
1856,"obsess","痴迷",61,"女强人_商海沉浮",1
1857,"intermediary","中间人",61,"女强人_商海沉浮",1
1858,"sensational","轰动",61,"女强人_商海沉浮",1
1859,"bomb","炸弹",61,"女强人_商海沉浮",1
1860,"plummet","暴跌",61,"女强人_商海沉浮",1
1861,"preliminary","初步",61,"女强人_商海沉浮",1
1862,"orchestrate","策划",61,"女强人_商海沉浮",1
1863,"arrest","逮捕",61,"女强人_商海沉浮",1
1864,"legal","法律",61,"女强人_商海沉浮",1
1865,"regularly","定期",61,"女强人_商海沉浮",1
1866,"glorious","辉煌",61,"女强人_商海沉浮",5
1867,"ethics","伦理",61,"女强人_商海沉浮",1
1868,"benchmark","标杆",61,"女强人_商海沉浮",1
1869,"example","榜样",61,"女强人_商海沉浮",1
1870,"redemption","救赎",61,"女强人_商海沉浮",1
1871,"slim","消瘦",62,"霸总温柔_只对她好",1
1872,"hurry","匆忙",62,"霸总温柔_只对她好",1
1873,"tropical","热带",62,"霸总温柔_只对她好",1
1874,"fortunate","幸运",62,"霸总温柔_只对她好",1
1875,"dance","舞动",64,"校园初恋_怦然心动",1
1876,"pour","倾泻",64,"校园初恋_怦然心动",1
1877,"nourish","滋养",64,"校园初恋_怦然心动",1
1878,"contour","轮廓",64,"校园初恋_怦然心动",1
1879,"unable","无法",64,"校园初恋_怦然心动",1
1880,"quicken","加快",64,"校园初恋_怦然心动",1
1881,"symbolic","象征",64,"校园初恋_怦然心动",1
1882,"occupy","占据",65,"契约婚姻_先婚后爱",2
1883,"endless","无休止的",66,"穿越逆袭_女王崛起",1
1884,"shackle","枷锁",66,"穿越逆袭_女王崛起",1
1885,"leadership","领导力",66,"穿越逆袭_女王崛起",1
1886,"magnetic","磁性",67,"霸总守护_一生一人",1
1887,"skeptical","质疑",68,"职场成功_努力证明",1
1888,"fascinating","迷人",69,"校园恋爱_青春记忆",3
1889,"dramatic","戏剧性的",70,"闪婚甜蜜_幸福生活",2
1890,"approachable","平易近人",70,"闪婚甜蜜_幸福生活",1
1891,"basically","基本",70,"闪婚甜蜜_幸福生活",1
1892,"absolute","绝对",70,"闪婚甜蜜_幸福生活",1
1893,"rarely","很少",70,"闪婚甜蜜_幸福生活",1
1894,"substance","实质",70,"闪婚甜蜜_幸福生活",1
1895,"abrupt","突然",70,"闪婚甜蜜_幸福生活",1
1896,"daily","日常",70,"闪婚甜蜜_幸福生活",1
1897,"tidy","整洁",70,"闪婚甜蜜_幸福生活",1
1898,"order","有序",70,"闪婚甜蜜_幸福生活",1
1899,"tiny","微小",70,"闪婚甜蜜_幸福生活",2
1900,"cancel","取消",70,"闪婚甜蜜_幸福生活",3
1901,"lack","缺乏",70,"闪婚甜蜜_幸福生活",5
1902,"uncontrollable","无法控制",70,"闪婚甜蜜_幸福生活",1
1903,"tremendous","巨大的",70,"闪婚甜蜜_幸福生活",1
1904,"tolerant","包容",70,"闪婚甜蜜_幸福生活",1
1905,"powerless","无能为力",71,"女王风范_商业传奇",1
1906,"deserve","应得",71,"女王风范_商业传奇",16
1907,"tasteful","有品味的",71,"女王风范_商业传奇",1
1908,"scandal","丑闻",71,"女王风范_商业传奇",1
1909,"tragedy","悲剧",71,"女王风范_商业传奇",1
1910,"urban","城市的",73,"职场奋斗_不断进步",1
1911,"tip","提示",73,"职场奋斗_不断进步",1
1912,"expectant","期待",76,"穿越成功_逆袭人生",3
1913,"accidental","偶然",76,"穿越成功_逆袭人生",3
1914,"rapid","迅速",76,"穿越成功_逆袭人生",2
1915,"overview","俯瞰",76,"穿越成功_逆袭人生",1
1916,"equip","配备",76,"穿越成功_逆袭人生",1
1917,"advanced","先进",76,"穿越成功_逆袭人生",1
1918,"collection","收藏",76,"穿越成功_逆袭人生",1
1919,"violate","违背",76,"穿越成功_逆袭人生",2
1920,"bankrupt","破产",76,"穿越成功_逆袭人生",2
1921,"analytical","分析",76,"穿越成功_逆袭人生",1
1922,"final","最终",76,"穿越成功_逆袭人生",14
1923,"proactive","主动",76,"穿越成功_逆袭人生",1
1924,"domestic","居家",77,"霸总宠爱_永远守护",1
1925,"sublimate","升华",77,"霸总宠爱_永远守护",4
1926,"newcomer","新人",78,"职场成就_梦想实现",1
1927,"wholehearted","全力以赴",78,"职场成就_梦想实现",1
1928,"undertake","承担",78,"职场成就_梦想实现",1
1929,"train","培训",78,"职场成就_梦想实现",1
1930,"assess","考核",78,"职场成就_梦想实现",2
1931,"luxuriant","茂盛",79,"校园回忆_难忘青春",3
1932,"shape","塑造",81,"空间艺术_建筑梦想",2
1933,"significance","意义",81,"空间艺术_建筑梦想",6
1934,"scrutinize","推敲",81,"空间艺术_建筑梦想",4
1935,"origin","初衷",81,"空间艺术_建筑梦想",5
1936,"fascinate","着迷",81,"空间艺术_建筑梦想",6
1937,"innovate","创新",81,"空间艺术_建筑梦想",5
1938,"harmonious","和谐",83,"温馨之家_室内设计",1
1939,"magnitude","重大",84,"城市蓝图_规划未来",1
1940,"convenient","便捷",84,"城市蓝图_规划未来",1
1941,"wide","宽阔",85,"跨越天堑_桥梁工程",1
1942,"rigor","严谨",85,"跨越天堑_桥梁工程",1
1943,"complexity","复杂",87,"总裁的秘密_豪门契约",1
1944,"disturbed","波动",87,"总裁的秘密_豪门契约",1
1945,"wonder","疑惑",87,"总裁的秘密_豪门契约",2
1946,"attracted","被吸引",87,"总裁的秘密_豪门契约",1
1947,"diligence","勤奋",88,"职场进阶_升职记",2
1948,"learning","学习",88,"职场进阶_升职记",2
1949,"thirst","渴望",89,"青春恋曲_校园时光",1
1950,"flavor","味道",90,"心动瞬间_浪漫邂逅",1
1951,"immersed","沉浸",90,"心动瞬间_浪漫邂逅",1
1952,"relaxed","放松",90,"心动瞬间_浪漫邂逅",2
1953,"embarrassed","尴尬",90,"心动瞬间_浪漫邂逅",2
1954,"clumsy","笨拙",90,"心动瞬间_浪漫邂逅",1
1955,"adequate","充足的",91,"千金归来_复仇计划",3
1956,"ancestor","祖先",91,"千金归来_复仇计划",1
1957,"avenue","途径",91,"千金归来_复仇计划",1
1958,"ascertain","确定",91,"千金归来_复仇计划",1
1959,"anguish","痛苦",91,"千金归来_复仇计划",1
1960,"attempt","尝试",91,"千金归来_复仇计划",2
1961,"corporate","公司的",91,"千金归来_复仇计划",1
1962,"hazard","危险",91,"千金归来_复仇计划",2
1963,"administrative","行政的",91,"千金归来_复仇计划",1
1964,"aptitude","才能",91,"千金归来_复仇计划",1
1965,"occupation","职业",91,"千金归来_复仇计划",1
1966,"commence","开始",91,"千金归来_复仇计划",1
1967,"apparently","显然地",91,"千金归来_复仇计划",1
1968,"attach","附上",91,"千金归来_复仇计划",1
1969,"considerable","相当大的",91,"千金归来_复仇计划",2
1970,"allege","断言",91,"千金归来_复仇计划",1
1971,"accomplish","完成",91,"千金归来_复仇计划",1
1972,"advocate","提倡",91,"千金归来_复仇计划",2
1973,"assurance","保证",91,"千金归来_复仇计划",1
1974,"objective","目标",91,"千金归来_复仇计划",1
1975,"archive","档案",91,"千金归来_复仇计划",1
1976,"browse","浏览",91,"千金归来_复仇计划",4
1977,"attain","达到",91,"千金归来_复仇计划",3
1978,"aggregate","总计",91,"千金归来_复仇计划",1
1979,"alleviate","减轻",91,"千金归来_复仇计划",1
1980,"authentic","真实的",91,"千金归来_复仇计划",1
1981,"certificate","证书",91,"千金归来_复仇计划",3
1982,"documentary","记录的",91,"千金归来_复仇计划",1
1983,"assert","断言",91,"千金归来_复仇计划",1
1984,"arise","产生",91,"千金归来_复仇计划",2
1985,"argument","论点",91,"千金归来_复仇计划",1
1986,"attorney","律师",91,"千金归来_复仇计划",1
1987,"subsequent","随后的",91,"千金归来_复仇计划",2
1988,"audience","观众",91,"千金归来_复仇计划",2
1989,"afterward","之后",91,"千金归来_复仇计划",1
1990,"associate","联系",91,"千金归来_复仇计划",1
1991,"erupt","爆发",91,"千金归来_复仇计划",2
1992,"incredible","难以置信的",91,"千金归来_复仇计划",1
1993,"portion","部分",91,"千金归来_复仇计划",1
1994,"donate","捐赠",91,"千金归来_复仇计划",1
1995,"generosity","慷慨",91,"千金归来_复仇计划",2
1996,"widespread","广泛的",91,"千金归来_复仇计划",1
1997,"aim","目标",91,"千金归来_复仇计划",1
1998,"abolish","废除",91,"千金归来_复仇计划",1
1999,"capacity","能力",91,"千金归来_复仇计划",2
2000,"workshop","研讨会",91,"千金归来_复仇计划",1
2001,"compelling","引人注目的",91,"千金归来_复仇计划",1
2002,"eloquent","雄辩的",91,"千金归来_复仇计划",2
2003,"appreciation","欣赏",91,"千金归来_复仇计划",1
2004,"proclaim","宣称",91,"千金归来_复仇计划",1
2005,"combat","战斗",91,"千金归来_复仇计划",1
2006,"conviction","信念",91,"千金归来_复仇计划",1
2007,"universal","普遍的",91,"千金归来_复仇计划",1
2008,"exist","存在",91,"千金归来_复仇计划",2
2009,"host","主持",91,"千金归来_复仇计划",1
2010,"triumph","胜利",91,"千金归来_复仇计划",2
2011,"earn","获得",91,"千金归来_复仇计划",8
2012,"admiration","钦佩",91,"千金归来_复仇计划",1
2013,"protege","被保护者",91,"千金归来_复仇计划",1
2014,"thus","因此",91,"千金归来_复仇计划",1
2015,"legacy","遗产",91,"千金归来_复仇计划",2
2016,"perpetuate","使永存",91,"千金归来_复仇计划",1
2017,"gaze","凝视",91,"千金归来_复仇计划",4
2018,"destination","目的地",91,"千金归来_复仇计划",3
2019,"nevertheless","然而",91,"千金归来_复仇计划",1
2020,"ultimately","最终",91,"千金归来_复仇计划",1
2021,"inner","内心的",91,"千金归来_复仇计划",1
2022,"symbolizing","象征",91,"千金归来_复仇计划",1
2023,"tale","故事",91,"千金归来_复仇计划",1
2024,"beam","光线",92,"契约娇妻_心动时刻",1
2025,"brass","黄铜",92,"契约娇妻_心动时刻",1
2026,"behave","表现",92,"契约娇妻_心动时刻",1
2027,"blunt","直率",92,"契约娇妻_心动时刻",1
2028,"bargain","讨价还价",92,"契约娇妻_心动时刻",3
2029,"baffle","困惑",92,"契约娇妻_心动时刻",1
2030,"bother","打扰",92,"契约娇妻_心动时刻",4
2031,"bewildered","迷惑",92,"契约娇妻_心动时刻",1
2032,"benevolent","仁慈的",92,"契约娇妻_心动时刻",1
2033,"biography","传记",92,"契约娇妻_心动时刻",1
2034,"boom","繁荣",92,"契约娇妻_心动时刻",1
2035,"backbone","脊梁",92,"契约娇妻_心动时刻",2
2036,"bless","祝福",92,"契约娇妻_心动时刻",2
2037,"beloved","心爱的人",92,"契约娇妻_心动时刻",4
2038,"burst","爆发",92,"契约娇妻_心动时刻",2
2039,"border","边界",92,"契约娇妻_心动时刻",1
2040,"blend","混合",92,"契约娇妻_心动时刻",2
2041,"bound","跳跃",92,"契约娇妻_心动时刻",1
2042,"bonus","奖金",92,"契约娇妻_心动时刻",2
2043,"bubble","气泡",92,"契约娇妻_心动时刻",2
2044,"broadcast","广播",92,"契约娇妻_心动时刻",2
2045,"bride","新娘",92,"契约娇妻_心动时刻",2
2046,"butterfly","蝴蝶",92,"契约娇妻_心动时刻",1
2047,"bunch","束",92,"契约娇妻_心动时刻",1
2048,"bracket","括号",92,"契约娇妻_心动时刻",1
2049,"belief","信念",92,"契约娇妻_心动时刻",1
2050,"blaze","闪耀",92,"契约娇妻_心动时刻",1
2051,"bounce","弹跳",92,"契约娇妻_心动时刻",1
2052,"baseball","棒球",92,"契约娇妻_心动时刻",1
2053,"broad","广阔",92,"契约娇妻_心动时刻",2
2054,"become","成为",92,"契约娇妻_心动时刻",1
2055,"briefcase","公文包",92,"契约娇妻_心动时刻",2
2056,"blank","空白",92,"契约娇妻_心动时刻",1
2057,"bland","平淡",92,"契约娇妻_心动时刻",1
2058,"blissful","幸福的",92,"契约娇妻_心动时刻",1
2059,"bearing","举止",92,"契约娇妻_心动时刻",1
2060,"brisk","活泼",92,"契约娇妻_心动时刻",1
2061,"bored","无聊",92,"契约娇妻_心动时刻",1
2062,"boost","鼓励",92,"契约娇妻_心动时刻",1
2063,"bridegroom","新郎",92,"契约娇妻_心动时刻",1
2064,"breath","呼吸",92,"契约娇妻_心动时刻",1
2065,"breed","孕育",92,"契约娇妻_心动时刻",1
2066,"bind","绑定",92,"契约娇妻_心动时刻",1
2067,"block","阻挡",92,"契约娇妻_心动时刻",1
2068,"cafeteria","自助餐厅",93,"新人挑战_第一份工作",1
2069,"calorie","卡路里",93,"新人挑战_第一份工作",1
2070,"cabinet","橱柜",93,"新人挑战_第一份工作",1
2071,"carrot","胡萝卜",93,"新人挑战_第一份工作",1
2072,"cheese","奶酪",93,"新人挑战_第一份工作",1
2073,"cassette","磁带",93,"新人挑战_第一份工作",2
2074,"catalog","目录",93,"新人挑战_第一份工作",2
2075,"cart","手推车",93,"新人挑战_第一份工作",1
2076,"carrier","承载器",93,"新人挑战_第一份工作",1
2077,"online","在线",93,"新人挑战_第一份工作",1
2078,"canyon","峡谷",93,"新人挑战_第一份工作",2
2079,"cave","洞穴",93,"新人挑战_第一份工作",1
2080,"catch","抓住",93,"新人挑战_第一份工作",1
2081,"cage","笼子",93,"新人挑战_第一份工作",1
2082,"cease","停止",93,"新人挑战_第一份工作",1
2083,"ceiling","天花板",93,"新人挑战_第一份工作",1
2084,"charter","章程",93,"新人挑战_第一份工作",1
2085,"certify","认证",93,"新人挑战_第一份工作",3
2086,"carve","雕刻",93,"新人挑战_第一份工作",2
2087,"cathedral","大教堂",93,"新人挑战_第一份工作",1
2088,"carriage","马车",93,"新人挑战_第一份工作",1
2089,"childhood","童年",93,"新人挑战_第一份工作",1
2090,"central","中央",93,"新人挑战_第一份工作",1
2091,"census","人口普查",93,"新人挑战_第一份工作",3
2092,"capable","能够",93,"新人挑战_第一份工作",2
2093,"category","类别",93,"新人挑战_第一份工作",1
2094,"cater","迎合",93,"新人挑战_第一份工作",2
2095,"cascade","倾泻",93,"新人挑战_第一份工作",1
2096,"cable","电缆",93,"新人挑战_第一份工作",1
2097,"certainty","确定性",93,"新人挑战_第一份工作",1
2098,"cabin","小木屋",93,"新人挑战_第一份工作",1
2099,"cement","水泥",93,"新人挑战_第一份工作",1
2100,"cartoon","卡通",93,"新人挑战_第一份工作",2
2101,"canvas","帆布",93,"新人挑战_第一份工作",2
2102,"cheerful","愉快的",93,"新人挑战_第一份工作",2
2103,"chess","国际象棋",93,"新人挑战_第一份工作",1
2104,"calamity","灾难",93,"新人挑战_第一份工作",1
2105,"cannon","大炮",93,"新人挑战_第一份工作",3
2106,"cheer","欢呼",93,"新人挑战_第一份工作",2
2107,"cancer","癌症",93,"新人挑战_第一份工作",1
2108,"cause","原因",93,"新人挑战_第一份工作",1
2109,"celebrity","名人",93,"新人挑战_第一份工作",1
2110,"chair","主持",93,"新人挑战_第一份工作",1
2111,"chairman","主席",93,"新人挑战_第一份工作",1
2112,"cargo","货物",93,"新人挑战_第一份工作",1
2113,"carbon","碳",93,"新人挑战_第一份工作",1
2114,"caption","标题",93,"新人挑战_第一份工作",1
2115,"captive","被俘的",93,"新人挑战_第一份工作",1
2116,"cell","细胞",93,"新人挑战_第一份工作",1
2117,"chemical","化学",93,"新人挑战_第一份工作",2
2118,"chew","咀嚼",93,"新人挑战_第一份工作",2
2119,"canoe","独木舟",93,"新人挑战_第一份工作",1
2120,"calendar","日历",93,"新人挑战_第一份工作",1
2121,"cellar","地下室",93,"新人挑战_第一份工作",1
2122,"chancellor","大学校长",93,"新人挑战_第一份工作",2
2123,"chase","追逐",93,"新人挑战_第一份工作",3
2124,"catastrophe","灾难",93,"新人挑战_第一份工作",1
2125,"caution","谨慎",93,"新人挑战_第一份工作",1
2126,"certain","确定的",93,"新人挑战_第一份工作",1
2127,"censorship","审查",93,"新人挑战_第一份工作",1
2128,"censor","审查",93,"新人挑战_第一份工作",1
2129,"chart","图表",93,"新人挑战_第一份工作",1
2130,"chest","胸腔",93,"新人挑战_第一份工作",1
2131,"cattle","牛",93,"新人挑战_第一份工作",1
2132,"castle","城堡",93,"新人挑战_第一份工作",2
2133,"casualty","伤亡",93,"新人挑战_第一份工作",1
2134,"centigrade","摄氏",93,"新人挑战_第一份工作",1
2135,"chip","芯片",93,"新人挑战_第一份工作",1
2136,"chocolate","巧克力",93,"新人挑战_第一份工作",1
2137,"chill","寒冷",93,"新人挑战_第一份工作",1
2138,"cash","现金",93,"新人挑战_第一份工作",1
2139,"cashier","出纳",93,"新人挑战_第一份工作",1
2140,"carpenter","木匠",93,"新人挑战_第一份工作",1
2141,"designate","指定",94,"宿舍闺蜜_青春友谊",2
2142,"delicate","精致的",94,"宿舍闺蜜_青春友谊",5
2143,"depute","委托",94,"宿舍闺蜜_青春友谊",1
2144,"desirable","令人向往的",94,"宿舍闺蜜_青春友谊",2
2145,"debate","辩论",94,"宿舍闺蜜_青春友谊",3
2146,"depict","描绘",94,"宿舍闺蜜_青春友谊",2
2147,"decrease","减少",94,"宿舍闺蜜_青春友谊",1
2148,"desert","遗弃",94,"宿舍闺蜜_青春友谊",1
2149,"deficit","赤字",94,"宿舍闺蜜_青春友谊",1
2150,"descend","降临",94,"宿舍闺蜜_青春友谊",1
2151,"democratic","民主的",94,"宿舍闺蜜_青春友谊",1
2152,"defy","反抗",94,"宿舍闺蜜_青春友谊",3
2153,"despise","轻视",94,"宿舍闺蜜_青春友谊",1
2154,"despite","尽管",94,"宿舍闺蜜_青春友谊",13
2155,"decline","下降",94,"宿舍闺蜜_青春友谊",1
2156,"decade","十年",94,"宿舍闺蜜_青春友谊",1
2157,"distribute","分配",94,"宿舍闺蜜_青春友谊",1
2158,"durable","持久的",94,"宿舍闺蜜_青春友谊",2
2159,"eager","渴望地",95,"异地相思_距离之美",2
2160,"eaves","树叶",95,"异地相思_距离之美",1
2161,"eagle","老鹰",95,"异地相思_距离之美",1
2162,"earnest","真挚的",95,"异地相思_距离之美",5
2163,"easy","轻松",95,"异地相思_距离之美",2
2164,"easily","轻易地",95,"异地相思_距离之美",1
2165,"enable","使能够",95,"异地相思_距离之美",1
2166,"elementary","基础的",95,"异地相思_距离之美",1
2167,"either","任一的",95,"异地相思_距离之美",1
2168,"edit","修改",95,"异地相思_距离之美",1
2169,"edition","版本",95,"异地相思_距离之美",1
2170,"elucidate","阐明",95,"异地相思_距离之美",1
2171,"endeavor","尽力",95,"异地相思_距离之美",6
2172,"embarrassing","令人尴尬的",95,"异地相思_距离之美",1
2173,"entirely","完全地",95,"异地相思_距离之美",1
2174,"emit","发出",95,"异地相思_距离之美",3
2175,"energetic","充满活力的",95,"异地相思_距离之美",2
2176,"enchant","使着迷",95,"异地相思_距离之美",1
2177,"enclose","附上",95,"异地相思_距离之美",1
2178,"effectively","有效地",95,"异地相思_距离之美",1
2179,"eagerly","渴望地",95,"异地相思_距离之美",2
2180,"emphasis","重点",95,"异地相思_距离之美",1
2181,"eastern","东方的",95,"异地相思_距离之美",2
2182,"economic","经济上的",95,"异地相思_距离之美",2
2183,"employment","维系",95,"异地相思_距离之美",1
2184,"economy","经济",95,"异地相思_距离之美",2
2185,"eccentric","古怪的",95,"异地相思_距离之美",1
2186,"elevate","晋升",95,"异地相思_距离之美",3
2187,"elsewhere","其他地方",95,"异地相思_距离之美",1
2188,"eclipse","超越",95,"异地相思_距离之美",1
2189,"edge","边缘",95,"异地相思_距离之美",1
2190,"earliest","尽早地",95,"异地相思_距离之美",1
2191,"enchanting","迷人的",95,"异地相思_距离之美",2
2192,"ever","永远",95,"异地相思_距离之美",3
2193,"worthy","值得的",95,"异地相思_距离之美",1
2194,"eligible","符合资格的",95,"异地相思_距离之美",2
2195,"surrender","放弃",95,"异地相思_距离之美",1
2196,"equally","平等地",95,"异地相思_距离之美",1
2197,"enduring","持久的",95,"异地相思_距离之美",3
2198,"explicit","明确的",95,"异地相思_距离之美",3
2199,"engage","参与",95,"异地相思_距离之美",1
2200,"evolve","发展",95,"异地相思_距离之美",1
2201,"episode","片段",95,"异地相思_距离之美",1
2202,"empower","赋予力量",95,"异地相思_距离之美",1
2203,"enlighten","启发",95,"异地相思_距离之美",1
2204,"encouraging","令人鼓舞的",95,"异地相思_距离之美",1
2205,"energetically","精力充沛地",95,"异地相思_距离之美",1
2206,"educate","教育",95,"异地相思_距离之美",1
2207,"elastic","有弹性的",95,"异地相思_距离之美",1
2208,"external","外部的",95,"异地相思_距离之美",1
2209,"elongate","拉长",95,"异地相思_距离之美",1
2210,"earthquake","震撼",95,"异地相思_距离之美",1
2211,"exemplary","模范的",95,"异地相思_距离之美",1
2212,"exclusive","独有的",95,"异地相思_距离之美",2
2213,"emotional","感人的",95,"异地相思_距离之美",1
